"id";"releaseORIG";"duracao_filme";"nomeBRA";"ROE";"diretor";"releaseBRA";"delay_lancamentoBR";"Distribuidora";"pop_dir";"pop_cast"
428645;"2017-01-12";92;"EU FICO LOKO";"B1600789900000";"Bruno Garotti";"2017-01-14";2;0;5,454;6,5764
411019;"2017-02-03";93;"I AM NOT YOUR NEGRO";"E1700046500000";"Raoul Peck";"2017-02-18";15;0;10,924;22,8218
443992;"2017-03-23";0;"EU TE LEVO";"B1600472500000";"Marcelo Müller";"2017-04-01";9;0;5,043;NA
382143;"2016-03-24";106;"JÁ, OLGA HEPNAROVÁ";"E1700020600000";"Petr Kazda,Tomáš Weinreb";"2017-02-18";331;0;0,835;13,6384
354288;"2015-11-05";85;"EVA NO DUERME";"E1700295000000";"Pablo Agüero";"2017-08-05";639;0;5,81;17,8142
420325;"2016-10-09";105;"EXODUS - DE ONDE VIM NÃO EXISTE MAIS";"B1700123200000";"Hank Levine";"2017-09-30";356;0;2,49;NA
406997;"2017-11-13";113;"WONDER";"E1700451500000";"Stephen Chbosky";"2017-12-09";26;1;18,784;50,8628
408509;"2017-03-23";111;"ORPHELINE";"E1700173200000";"Arnaud des Pallières";"2017-05-27";65;0;5,047;35,732
487491;"2017-12-28";79;"FALA SÉRIO, MÃE!";"B1700552000000";"Pedro Vasconcelos";"2017-12-30";2;0;5,998;6,9874
336807;"2015-10-07";79;"FATIMA";"E1600489100000";"Philippe Faucon";"2017-03-18";528;0;4,673;4,3658
337170;"2017-08-18";115;"AMERICAN MADE";"E1700215200000";"Doug Liman";"2017-09-16";29;1;22,436;52,4892
388921;"2016-03-24";90;"FILHOS DE BACH";"B1700052000000";"Ansgar Ahlers";"2017-06-10";443;1;1,671;9,0992
310307;"2016-11-24";115;"THE FOUNDER";"E1600386300000";"John Lee Hancock";"2017-03-11";107;0;9,715;41,6212
661413;"2017-05-27";56;"FONTE DA JUVENTUDE";"B1700236800000";"Estevão Ciavatta";"2017-07-01";35;0;2,054;NA
330666;"2014-06-18";54;"FOUCAULT CONTRE LUI-MÊME";"E1700269900000";"François Caillat";"2017-07-29";1137;0;0,001;NA
381288;"2017-01-19";117;"SPLIT";"E1600764000000";"M. Night Shyamalan";"2017-03-25";65;1;44,77;54,8428
377263;"2016-09-07";113;"FRANTZ";"E1700029400000";"François Ozon";"2017-06-24";290;0;21,645;22,9354
486762;"2017-11-23";90;"GABEIRA";"B1700524700000";"Moacyr Góes";"2017-11-25";2;0;10,177;5,0554
453356;"2017-08-30";127;"GABRIEL E A MONTANHA";"B1700305400000";"Fellipe Barbosa";"2017-11-04";66;0;5,011;3,1982
361474;"2015-10-29";100;"MR. GAGA";"E1600706500000";"Tomer Heymann";"2017-04-08";527;0;3,063;2,5084
417547;"2016-10-06";0;"GALERIA F";"B1600534400000";"Emília Silveira";"2017-04-01";177;0;0,001;NA
392011;"2017-01-08";79;"KEDI";"E1700300300000";"Ceyda Torun";"2017-07-15";188;0;4,34;NA
408293;"2017-03-02";101;"SLAVA";"E1700341600000";"Kristina Grozeva,Petar Valchanov";"2017-09-16";198;0;2,6365;1,5078
482016;"2017-11-09";81;"GOSTO SE DISCUTE";"B1700454300000";"André Pellenz";"2017-11-11";2;0;2,929;8,2096
440460;"2017-04-20";90;"GOSTOSAS, LINDAS E SEXIES";"B1700109600000";"Ernani Nunes";"2017-04-22";2;0;3,049;5,2306
283995;"2017-04-19";137;"GUARDIANS OF THE GALAXY VOL.2";"E1700019900000";"James Gunn";"2017-04-29";10;1;44,234;77,967
411490;"2016-05-04";80;"GUERRA DO PARAGUAY";"B1600172700000";"Luiz Rosemberg Filho";"2017-03-11";311;0;1,298;4,7248
350060;"2016-12-28";129;"HEARTSTONE";"E1600735000000";"Guðmundur Arnar Guðmundsson";"2017-09-03";249;0;2,852;7,5812
447673;"2014-08-02";80;"HISTÓRIA ANTES DE UMA HISTÓRIA";"B1402280900000";"Wilson Lazaretti";"2017-03-18";959;0;0,001;2,1172
467412;"2017-08-21";92;"AMORI CHE NON SANNO STARE AL MONDO";"E1700463900000";"Francesca Comencini";"2017-11-18";89;0;5,693;14,5644
477807;"2017-11-02";90;"HISTORIETAS ASSOMBRADAS - O FILME";"B1700339700000";"Victor-Hugo Borges";"2017-11-04";2;0;2,292;3,8108
315635;"2017-07-05";133;"SPIDER-MAN: HOMECOMING";"E1500759500000";"Jon Watts";"2017-07-08";3;0;18,874;72,2054
415036;"2017-01-11";97;"OUVERT LA NUIT";"E1700056000000";"Édouard Baer";"2017-03-25";73;0;15,89;22,3796
375950;"2016-03-23";102;"MÉDECIN DE CAMPAGNE";"E1700032500000";"Thomas Lilti";"2017-03-11";353;0;7,643;18,2034
430128;"2017-02-23";90;"INTERNET - O FILME";"B1700044000000";"Filippo Capuzzi Lapietra";"2017-02-25";2;0;0,001;2,6722
417555;"2016-10-06";85;"INTOLERÂNCIA.DOC";"B1600685100000";"Susanna Lira";"2017-08-19";317;0;4,13;NA
355282;"2015-08-08";95;"INTRODUÇÃO À MÚSICA DO SANGUE";"B1500643000000";"Luiz Carlos Lacerda";"2017-07-01";693;0;4,278;6,1782
474227;"2017-09-01";88;"MARVEL'S INHUMANS";"E1700378100000";"Roel Reiné";"2017-09-02";1;0;13,149;40,3612
1297124;"2024-06-09";0;"INVISÍVEL";"B1700381100000";"Carolina Vilela,Rodrigo Hinrichsen";"2017-11-11";-2402;0;0,001;NA
346364;"2017-09-06";135;"IT";"E1700363900000";"Andy Muschietti";"2017-09-09";3;1;15,308;33,4558
376866;"2016-12-02";100;"JACKIE";"E1600784200000";"Pablo Larraín";"2017-02-04";64;0;11,829;55,9436
466870;"2017-08-17";117;"JOÃO, O MAESTRO";"B1700349800000";"Mauro Lima";"2017-08-19";2;0;8,693;12,3446
436349;"2017-04-20";97;"JOAQUIM";"B1700092500000";"Marcelo Gomes";"2017-04-22";2;0;6,558;7,748
298250;"2017-10-25";91;"JIGSAW";"E1700451200000";"Peter Spierig,Michael Spierig";"2017-12-02";38;1;12,222;30,0738
324552;"2017-02-08";122;"JOHN WICK: CHAPTER 2";"E1700011600000";"Chad Stahelski";"2017-02-18";10;1;32,107;62,357
393026;"2015-11-19";82;"JONAS E O CIRCO SEM LONA";"B1600018100000";"Paula Gomes";"2017-03-18";485;0;0,317;0,001
452016;"2017-11-01";97;"JEUNE FEMME";"E1700522000000";"Léonor Serraille";"2017-12-23";52;0;1,37;10,1792
395450;"2016-07-13";97;"JUILLET-AOÛT";"E1700236500000";"Diastème";"2017-07-15";367;0;4,812;13,8626
353486;"2017-12-09";119;"JUMANJI: WELCOME TO THE JUNGLE";"E1500756400000";"Jake Kasdan";"2018-01-06";28;0;17,228;70,7828
343668;"2017-09-20";141;"KINGSMAN: THE GOLDEN CIRCLE";"E1700262000000";"Matthew Vaughn";"2017-09-30";10;1;22,793;61,1874
293167;"2017-03-08";118;"KONG: SKULL ISLAND";"E1500758600000";"Jordan Vogt-Roberts";"2017-03-11";3;1;3,635;66,2414
313369;"2016-11-29";129;"LA LA LAND";"E1600677400000";"Damien Chazelle";"2017-01-21";53;1;23,807;61,5568
365003;"2017-03-16";90;"LA VINGANÇA";"B1700077100000";"Fernando Fraiha";"2017-03-18";2;0;4,521;9,459
410117;"2016-12-12";86;"LADY MACBETH";"E1700176300000";"William Oldroyd";"2017-08-19";250;0;3,095;50,1914
438602;"2017-12-01";74;"LAMPARINA DA AURORA";"B1600764800000";"Frederico Machado";"2017-12-02";1;0;2,458;NA
324849;"2017-02-08";104;"THE LEGO BATMAN MOVIE";"E1700025200000";"Chris McKay";"2017-02-11";3;1;16,202;54,1202
274862;"2017-09-21";101;"THE LEGO NINJAGO MOVIE";"E1700366200000";"Charlie Bean,Bob Logan,Paul Fisher";"2017-09-30";9;1;5,62666666666667;37,8754
141052;"2017-11-15";120;"JUSTICE LEAGUE";"E1700482600000";"Zack Snyder,Joss Whedon";"2017-11-17";2;1;48,12;84,482
459788;"2017-09-07";93;"LINO - UMA AVENTURA DE SETE VIDAS";"B1700382400000";"Rafael Ribas";"2017-09-09";2;1;1,579;13,8932
334543;"2016-11-24";118;"LION";"E1600776400000";"Garth Davis";"2017-02-18";86;0;8,038;49,1102
263115;"2017-02-28";137;"LOGAN";"E1600773900000";"James Mangold";"2017-03-04";4;1;15,77;71,5908
399170;"2017-08-17";118;"LOGAN LUCKY";"E1700401000000";"Steven Soderbergh";"2017-10-14";58;0;22,674;63,2386
446037;"2017-08-09";95;"LOLA PATER";"E1700438600000";"Nadir Moknèche";"2017-11-25";108;0;2,944;14,959
296252;"2014-10-05";100;"LOVE FILM FESTIVAL";"B1500113300000";"Manuela Dias,Vinicius Coimbra,Bruno Safadi,Juancho Cardona";"2017-07-29";1028;0;4,38675;15,7112
407449;"2017-09-29";88;"LUCKY";"E1700534300000";"John Carroll Lynch";"2017-12-09";71;0;33,419;46,4532
411003;"2016-06-07";90;"LUMIÉRE!";"E1700540500000";"Thierry Frémaux";"2017-12-16";557;0;5,177;15,269
488157;"2017-11-23";0;"LYGIA, UMA ESCRITORA BRASILEIRA";"B1700268100000";"Hélio Goldsztejn";"2017-11-25";2;0;0,029;NA
509991;"2017-06-13";0;"MACACO TIÃO - O CANDIDATO DO POVO";"B1700051900000";"Alex Levy Heller";"2017-12-16";186;0;0,511;NA
330507;"2015-01-20";72;"MAIS DO QUE EU POSSA ME RECONHECER";"B1500315500000";"Allan Ribeiro";"2017-04-29";830;0;2,856;NA
373579;"2017-08-10";106;"MALASARTES E O DUELO COM A MORTE";"B1700347600000";"Paulo Morelli";"2017-08-12";2;0;4,117;12,9186
382127;"2017-05-10";98;"MANIFESTO";"E1700465000000";"Julian Rosefeldt";"2017-10-28";171;0;1,825;14,587
398087;"2016-05-14";96;"MAR INQUIETO";"B1700172800000";"Fernando Mantelli";"2017-07-01";413;0;0,001;4,7882
487460;"2017-11-16";77;"MARIA - NÃO ESQUEÇA QUE EU VENHO DOS TRÓPICOS";"B1700248200000";"Francisco C. Martins,Elisa Gomes,Ícaro Martins";"2017-11-18";2;0;0,572333333333333;NA
390061;"2017-09-28";103;"MARK FELT";"E1700441900000";"Peter Landesman";"2017-10-28";30;0;8,299;55,1902
409311;"2017-04-13";162;"MARTÍRIO";"B1600787700000";"Vincent Carelli,Tatiana Almeida,Ernesto de Carvalho";"2017-04-15";2;0;0,519666666666667;NA
380879;"2016-03-09";101;"DES NOUVELLES DE LA PLANÈTE MARS";"E1600651400000";"Dominik Moll";"2017-05-20";437;0;4,692;11,7396
286567;"2016-10-14";92;"MAX STEEL";"E1600683100000";"Stewart Hendler";"2017-01-28";106;0;5,53;34,645
398818;"2017-07-28";132;"CALL ME BY YOUR NAME";"E1700458100000";"Luca Guadagnino";"2018-01-20";176;0;17,636;42,7896
373473;"2016-08-05";85;"LITTLE MEN";"E1600646400000";"Ira Sachs";"2017-05-06";274;0;7,659;19,4136
454402;"2016-06-06";80;"MEMÓRIA EM VERDE E ROSA";"B1700031200000";"Pedro Von Krüger";"2017-04-01";299;0;5,455;NA
453956;"2017-11-30";71;"MEU CORPO É POLÍTICO";"B1700050700000";"Alice Riff";"2017-12-02";2;0;1,768;NA
324852;"2017-06-15";90;"DESPICABLE ME 3";"E1500759400000";"Kyle Balda,Pierre Coffin";"2017-07-01";16;1;22,528;55,6146
458264;"2017-06-22";104;"MEUS 15 ANOS";"B1700231000000";"Caroline Fioratti";"2017-06-24";2;0;3,534;4,0002
393520;"2016-08-24";93;"MIMOSAS";"E1700228600000";"Oliver Laxe";"2017-08-26";367;0;2,847;0,8722
393559;"2016-09-22";66;"MA VIE DE COURGETTE";"E1700007700000";"Claude Barras";"2017-02-18";149;0;3,945;5,038
1108427;"2026-07-09";0;"MOANA";"E1600655200000";"Thomas Kail";"2017-01-07";-3470;1;11,726;26,442
262841;"2016-12-21";104;"MONSTER TRUCKS";"E1700002000000";"Chris Wedge";"2017-02-25";66;1;20,016;44,968
376867;"2016-10-21";111;"MOONLIGHT";"E1600788800000";"Barry Jenkins";"2017-02-25";127;0;12,699;18,636
386012;"2016-07-27";72;"MUITO ROMÂNTICO";"B1600300000000";"Melissa Dullius,Gustavo Jahn";"2017-05-27";304;0;2,3155;1,6206
436167;"2017-03-09";96;"DIE GÖTTLICHE ORDNUNG";"E1700506000000";"Petra Biondina Volpe";"2017-12-16";282;0;4,12;8,6316
342737;"2016-12-28";119;"20TH CENTURY WOMEN";"E1700057400000";"Mike Mills";"2017-04-01";94;0;13,794;56,8756
297762;"2017-05-30";141;"WONDER WOMAN";"E1700197900000";"Patty Jenkins";"2017-06-03";4;1;12,695;67,6582
335360;"2017-10-05";99;"MY LITTLE PONY - THE MOVIE";"E1700408400000";"Jayson Thiessen";"2017-10-07";2;1;7,584;26,3152
405775;"2017-05-12";90;"THE WALL";"E1700265500000";"Doug Liman";"2017-08-26";106;0;22,436;NA
434773;"2017-03-23";101;"BAMUI HAEBYUN-EOSEO HONJA";"E1700453200000";"Hong Sang-soo";"2017-10-07";198;0;25,19;29,5652
380622;"2016-08-24";98;"RESTER VERTICAL";"E1700022100000";"Alain Guiraudie";"2017-06-24";304;0;8,43;10,98
364691;"2017-10-19";108;"NÃO DEVORE MEU CORAÇÃO";"B1700386400000";"Felipe Bragança";"2017-11-25";37;0;4,007;7,591
402298;"2016-09-30";109;"DENIAL";"E1700029000000";"Mick Jackson";"2017-03-11";162;0;12,462;41,7546
425942;"2017-01-19";90;"NIEVE NEGRA";"E1700175500000";"Martín Hodara";"2017-06-10";142;1;2,297;18,601
435803;"2017-05-04";89;"NINGUÉM ENTRA, NINGUÉM SAI";"B1700168200000";"Hsu Chien";"2017-05-06";2;0;6,014;11,167
454449;"2017-05-18";102;"NINGUÉM ESTÁ OLHANDO";"B1700396100000";"Julia Solomonoff";"2017-11-25";191;0;3,173;9,5262
441498;"2017-11-09";127;"NO INTENSO AGORA";"B1700133700000";"João Moreira Salles";"2017-11-11";2;0;2,155;NA
369697;"2016-04-14";117;"NORMAN: THE MODERATE RISE AND TRAGIC FALL OF A NEW YORK FIXER";"E1700108100000";"Joseph Cedar";"2017-05-06";387;0;11,046;49,4672
462136;"2017-06-13";84;"NUNCA ME SONHARAM";"B1700264000000";"Cacau Rhoden";"2017-06-10";-3;0;0,001;NA
409617;"2017-08-24";88;"KILLING GROUND";"E1700321000000";"Damien Power";"2017-09-02";9;0;3,681;13,2376
242452;"2013-12-18";127;"THE ATTORNEY";"E1700219600000";"Yang Woo-seok";"2017-10-14";1396;0;7,204;34,0702
415842;"2017-09-14";112;"AMERICAN ASSASSIN";"E1700369300000";"Michael Cuesta";"2017-09-23";9;1;8,443;41,2458
336000;"2017-08-11";127;"THE GLASS CASTLE";"E1700325600000";"Destin Daniel Cretton";"2017-08-26";15;1;12,971;49,8998
14564;"2017-02-01";102;"RINGS";"E1600561100000";"F. Javier Gutiérrez";"2017-02-04";3;1;3,482;37,565
408537;"2016-09-08";118;"EL CIUDADANO ILUSTRE";"E1700145100000";"Mariano Cohn,Gastón Duprat";"2017-05-13";247;0;8,0425;12,0742
339988;"2017-04-27";110;"THE CIRCLE";"E1700079100000";"James Ponsoldt";"2017-06-24";58;0;8,055;63,4764
445604;"2017-03-09";78;"O CRIME DA GÁVEA";"B1700052200000";"André Warwar";"2017-03-11";2;0;0,001;7,9632
494147;"2016-02-01";86;"O DESERTO DO DESERTO";"B1600363900000";"Tito Gonzalez Garcia,Samir Abujamra";"2017-08-12";558;0;0,3005;NA
399404;"2017-11-22";125;"DARKEST HOUR";"E1700535000000";"Joe Wright";"2018-01-13";52;1;23,085;87,273
388399;"2016-12-12";133;"PATRIOTS DAY";"E1700113700000";"Peter Berg";"2017-05-13";152;1;25,69;67,9504
392807;"2016-09-02";95;"HYMYILEVÄ MIES";"E1700297900000";"Juho Kuosmanen";"2017-08-12";344;0;7,43;7,338
365942;"2017-01-26";121;"THE SPACE BETWEEN US";"E1600386000000";"Peter Chelsom";"2017-04-01";65;0;11,281;107,7656
425980;"2017-09-14";101;"BRAD´S STATUS";"E1700441400000";"Mike White";"2017-11-04";51;0;27,14;47,1374
399019;"2017-06-23";93;"THE BEGUILED";"E1700215400000";"Sofia Coppola";"2017-08-12";50;1;24,847;65,738
453347;"2017-11-18";122;"SICILIAN GHOST STORY";"E1700432800000";"Antonio Piazza,Fabio Grassadonia";"2017-09-30";-49;0;4,821;1,1446
377287;"2016-04-20";115;"LE FILS DE JOSEPH";"E1700053100000";"Eugène Green";"2017-03-18";332;0;8,078;14,9984
341244;"2017-08-03";113;"O FILME DA MINHA VIDA";"B1700151900000";"Selton Mello";"2017-08-05";2;0;11,9;21,5086
416186;"2017-06-24";108;"LE REDOUBTABLE";"E1700453600000";"Michel Hazanavicius";"2017-10-28";126;0;14,765;24,5966
408376;"2017-07-13";65;"EL FUTURO PERFECTO";"E1700122300000";"Nele Wohlatz";"2017-07-15";2;0;2,076;2,9976
356161;"2015-10-14";82;"PHANTOM BOY";"E1600489300000";"Alain Gagnol,Jean-Loup Felicioli";"2017-10-14";731;0;6,1445;16,48
436201;"2017-01-20";66;"O HOMEM QUE MATOU JOHN WAYNE";"B1700045500000";"Diogo Oliveira,Bruno Laet";"2017-08-19";211;0;1,498;12,532
401546;"2017-05-05";120;"THE DINNER";"E1700153900000";"Oren Moverman";"2017-09-09";127;0;11,417;56,0928
423303;"2017-05-11";82;"O JARDIM DAS AFLIÇÕES";"B1700149200000";"Josias Teófilo";"2017-06-03";23;0;0,217;NA
400020;"2017-03-02";118;"THE YOUNG KARL MARX";"E1700517900000";"Raoul Peck";"2017-12-30";303;0;10,924;16,7334
342690;"2015-05-07";101;"DIE ABHANDENE WELT";"E1700091500000";"Margarethe von Trotta";"2017-04-01";695;0;10,665;18,2606
377274;"2016-09-16";118;"O ORNITÓLOGO";"B1600773600000";"João Pedro Rodrigues";"2017-04-01";197;0;3,38;4,8936
429199;"2017-02-03";101;"TOIVON TUOLLA PUOLEN";"E1700507600000";"Aki Kaurismäki";"2017-11-11";281;0;18,568;6,863
494143;NA;0;"O PIANO QUE CONVERSA";"B1700220800000";"Marcelo Machado";"2017-07-08";NA;0;5,715;NA
423087;"2017-10-12";97;"6 BELOW: MIRACLE ON THE MOUNTAIN";"E1700487100000";"Scott Waugh";"2017-12-16";65;0;9,316;33,9738
295693;"2017-03-23";97;"THE BOSS BABY";"E1600773800000";"Tom McGrath";"2017-04-01";9;1;27,483;49,4466
328680;"2017-09-17";0;"O PROFETA DAS ÁGUAS";"B0700764400000";"Leopoldo Nunes";"2017-04-22";-148;0;0,001;NA
335777;"2017-08-11";91;"THE NUT JOB 2: NUTTY BY NATURE";"E1700280700000";"Cal Brunker";"2017-09-16";36;0;15,364;46,0146
395993;"2017-09-22";119;"STRONGER";"E1700442000000";"David Gordon Green";"2018-02-17";148;1;14,467;37,9856
439154;"2017-03-22";117;"SAGE FEMME";"E1700279900000";"Martin Provost";"2017-07-29";129;0;8,077;25,1294
316029;"2017-12-20";105;"THE GREATEST SHOWMAN";"E1700321800000";"Michael Gracey";"2017-12-27";7;1;9,705;89,6742
271826;"2014-05-15";102;"LE RÈGNE DE LA BEAUTÉ";"E1700354100000";"Denys Arcand";"2017-08-05";1178;0;8,375;19,785
362058;"2016-12-29";80;"SNOW QUEEN 3";"E1700180600000";"Aleksey Tsitsilin";"2017-08-12";226;0;9,56;9,9978
293768;"2017-06-16";95;"KIDNAP";"E1700363600000";"Luis Prieto";"2017-09-23";99;0;4,898;27,2112
364540;"2015-10-20";77;"GIRL ASLEEP";"E1700111400000";"Rosemary Myers";"2017-04-22";550;0;2,785;8,9554
403940;"2017-06-04";89;"OLHANDO PARA AS ESTRELAS";"B1700482200000";"Alexandre Peralta";"2017-11-11";160;0;0,001;NA
478659;"2017-10-05";87;"ON YOGA - ARQUITETURA DA PAZ";"B1700455300000";"Heitor Dhalia";"2017-11-18";44;0;6,908;NA
336811;"2015-11-25";114;"LES COWBOYS";"E1700042700000";"Thomas Bidegain";"2017-03-18";479;0;21,114;12,0398
447832;"2016-08-04";83;"LAS TONINAS VAN AL ESTE";"E1700393600000";"Gonzalo Delgado,Verónica Perrotta";"2017-11-25";478;0;5,103;2,0418
398924;"2017-01-18";113;"UN SAC DE BILLES";"E1700263800000";"Christian Duguay";"2017-08-05";199;1;14,428;16,0752
488503;"2017-11-30";100;"OS PARÇAS";"B1700503500000";"Halder Gomes";"2017-12-02";2;0;5,158;6,0612
428519;"2017-01-19";93;"OS PENETRAS 2 - QUEM DÁ MAIS?";"B1600784700000";"Andrucha Waddington";"2017-01-21";2;0;9,545;11,0048
430840;"2017-01-19";99;"OS SALTIMBANCOS TRAPALHÕES - RUMO A HOLLYWOOD";"B1600738500000";"João Daniel Tikhomiroff";"2017-01-21";2;0;0,66;10,1222
137116;"2017-03-23";89;"SMURFS: THE LOST VILLAGE";"E1500757200000";"Kelly Asbury";"2017-04-08";16;0;10,863;36,077
419680;"2017-11-09";100;"DADDY'S HOME 2";"E1700496000000";"Sean Anders";"2017-11-25";16;1;15,287;65,248
418437;"2017-03-06";100;"UNFORGETTABLE";"E1700068900000";"Denise Di Novi";"2017-04-22";47;1;3,592;38,9052
349105;"2015-09-10";104;"FRANCISCO: EL PADRE JORGE";"E1600646100000";"Beda Docampo Feijóo";"2017-03-11";548;0;3,598;13,6474
486173;"2017-08-19";0;"PARA ALÉM DA CURVA DA ESTRADA";"B1700533700000";"Guilherme Azevedo";"2017-11-18";91;0;0,618;NA
417573;"2016-09-23";100;"PARA TER ONDE IR";"B1700026000000";"Jorane Castro";"2018-03-03";526;0;0,001;NA
375867;"2016-09-12";92;"PARIS CAN WAIT";"E1700180100000";"Eleanor Coppola";"2017-06-10";271;0;6,718;32,4292
250219;"2014-02-06";100;"SMETTO QUANDO VOGLIO";"E1700045900000";"Sydney Sibilia";"2017-03-11";1129;0;8,976;16,9154
370755;"2016-11-17";118;"PATERSON";"E1700171200000";"Jim Jarmusch";"2017-04-22";156;0;27,508;22,267
426256;"2017-08-18";108;"PATTI CAKE$";"E1700491700000";"Geremy Jasper";"2017-12-02";106;0;3,802;18,9792
446824;"2017-03-16";0;"PEDRO OSMAR, PRÁ LIBERDADE QUE SE CONQUISTA";"B1600466500000";"Eduardo Consonni,Rodrigo T. Marques";"2017-03-18";2;0;1,409;NA
436365;"2017-09-21";108;"PENDULAR";"B1700104200000";"Julia Murat";"2017-09-23";2;0;4,748;6,978
301337;"2017-12-22";135;"DOWNSIZING";"E1700453500000";"Alexander Payne";"2018-02-24";64;1;10,734;56,2258
413778;"2017-01-14";83;"PARIS PIEDS NUS";"E1700270600000";"Fiona Gordon,Dominique Abel";"2017-07-08";175;0;7,6925;14,1898
431530;"2017-08-04";104;"A BAD MOMS CHRISTMAS";"E1700460300000";"Jon Lucas,Scott Moore";"2017-12-09";127;0;11,5495;63,834
340676;"2016-12-14";106;"PERSONAL SHOPPER";"E1700054800000";"Olivier Assayas";"2017-03-11";87;0;16,136;28,32
462883;"2017-10-05";91;"WOODY WOODPECKER";"E1700347000000";"Alex Zamm";"2017-10-07";2;1;14,382;29,7262
166426;"2017-05-23";128;"PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES";"E1700021600000";"Joachim Rønning,Espen Sandberg";"2017-05-27";4;1;14,2765;65,263
417574;"2016-09-23";113;"PITANGA";"B1700107400000";"Camila Pitanga,Beto Brant";"2017-04-08";197;0;13,65;9,9818
281338;"2017-07-11";140;"WAR FOR THE PLANET OF THE APES";"E1700182000000";"Matt Reeves";"2017-08-05";25;1;17,045;42,8358
325385;"2016-03-23";130;"POESÍA SIN FIN";"E1700274700000";"Alejandro Jodorowsky";"2017-07-08";472;0;16,662;10,2422
436931;"2017-07-15";98;"POKÉMON THE MOVIE: I CHOOSE YOU!";"E1700491800000";"Kunihiko Yuyama";"2017-11-07";115;0;15,459;44,092
457064;"2017-09-07";107;"POLÍCIA FEDERAL - A LEI É PARA TODOS";"B1700338000000";"Marcelo Antunez";"2017-09-09";2;0;3,435;12,2884
422117;"2016-05-02";104;"POR TRÁS DO CÉU";"B1600730100000";"Caio Sóh";"2017-04-08";341;0;3,239;10,9158
305470;"2017-03-23";124;"POWER RANGERS";"E1700064600000";"Dean Israelite";"2017-03-25";2;1;7,924;27,9834
420622;"2017-10-13";108;"PROFESSOR MARSTON AND THE WONDER WOMEN";"E1700486500000";"Angela Robinson";"2017-12-16";64;0;12,523;47,0042
488582;"2017-11-23";68;"QUANDO O GALO CANTAR PELA TERCEIRA VEZ RENEGARÁS TUA MÃE";"B1700422800000";"Aaron Salles Torres";"2017-11-25";2;0;0,946;7,8582
381289;"2017-01-19";100;"A DOG´S PURPOSE";"E1600766800000";"Lasse Hallström";"2017-01-28";9;1;30,632;48,962
453971;"2017-04-22";75;"QUEM É PRIMAVERA DAS NEVES";"B1700178100000";"Jorge Furtado,Ana Luíza Azevedo";"2017-06-17";56;0;6,9565;NA
450600;"2017-05-18";90;"REAL - O PLANO POR TRÁS DA HISTÓRIA";"B1700194400000";"Rodrigo Bittencourt";"2017-05-27";9;0;2,015;8,1006
274857;"2017-05-10";126;"KING ARTHUR: LEGEND OF THE SWORD";"E1600774000000";"Guy Ritchie";"2017-05-20";10;1;53,857;52,9866
832651;"2021-06-09";85;"RESET";"E1700170800000";"Thierry Donard";"2017-05-27";-1474;0;2,752;NA
173897;"2016-12-23";107;"RESIDENT EVIL 6: THE FINAL CHAPTER";"E1500758500000";"Paul W. S. Anderson";"2017-01-28";36;0;13,796;39,8242
409313;"2017-08-03";88;"RIFLE";"B1600547800000";"Davi Pretto";"2017-08-05";2;0;2,076;0,001
382589;"2017-02-15";123;"ROCK'N ROLL";"E1700280200000";"Guillaume Canet";"2017-10-07";234;0;34,173;29,9636
429189;"2017-12-01";101;"WONDER WHEEL";"E1700498100000";"Woody Allen";"2017-12-30";29;0;41,019;49,2778
445768;"2017-08-31";119;"RODIN";"E1700280100000";"Jacques Doillon";"2017-09-23";23;0;12,553;12,2982
463129;"2017-06-23";66;"ROSEMBERG - CINEMA, COLAGEM E AFETOS";"B1600715000000";"Cavi Borges,Christian Caselli";"2017-06-17";-6;0;3,5935;NA
488158;"2017-11-23";0;"RÚCULA COM TOMATE SECO";"B1700062100000";"Arthur Vinciprova";"2017-11-25";2;0;2,269;8,4312
358725;"2016-03-02";101;"SAINT AMOUR";"E1600489500000";"Gustave Kervern,Benoît Delépine";"2017-08-05";521;0;11,452;25,5042
493580;"2018-10-23";0;"SANTO AMARO ERA SKATISTA";"B1700499500000";"Felipe Martins";"2017-12-16";-311;0;0,001;NA
458803;"2017-05-21";100;"SEPULTURA ENDURANCE";"B1600757800000";"Otávio Juliano";"2017-06-17";27;0;0,331;3,2692
393521;"2016-12-14";98;"SHAVUA VE YOM";"E1700368100000";"Asaph Polonsky";"2017-08-26";255;0;3,487;7,5862
68730;"2016-12-22";161;"SILENCE";"E1600683600000";"Martin Scorsese";"2017-03-11";79;0;54,059;66,6742
480541;"2017-10-17";0;"SILÊNCIO NO ESTÚDIO";"B1700602500000";"Emília Silveira";"2017-12-16";60;0;0,001;6,3586
405836;"2013-01-22";86;"SINAIS DE CINZA, A PELEJA DE OLNEY CONTRA O DRAGÃO DA MALDADE";"B1402740400000";"Henrique Dantas";"2017-03-25";1523;0;1,214;4,3586
413730;"2016-09-15";103;"L'ESTATE ADDOSSO";"E1700168100000";"Gabriele Muccino";"2017-05-06";233;0;14,138;15,511
406107;"2016-09-28";99;"DEAD AWAKE";"E1700372600000";"Phillip Guzman";"2017-09-30";367;0;5,095;26,0142
408258;"2016-12-21";90;"SOUVENIR";"E1700042500000";"Bavo Defurne";"2017-03-11";80;0;7,677;16,6312
